Property Name,Property Type,Description,Price,Bedrooms,Baths,Toilets,Location,City,State,Country,Images,Furnished,Features,URL
4 Bedroom Terraced Duplex,Duplex,"4 bedroom House for sale Kolapo Ishola Estate Akobo Ibadan Oyo selling for ₦150,000,000.",150000000,4,0,0,Kolapo Ishola Estate Akobo Ibadan Oyo,Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-terraced-duplex-oe4uL29lxeTdpn4RKmZc.jpg""]",Fully Furnished,"[""24 Hours Security"", ""Children Play Ground"", ""Big Compound"", ""Parking Space""]",https://propertypro.ng/property/4-bedroom-house-for-sale-kolapo-ishola-estate-akobo-ibadan-oyo-1NQKB
5 Bedroom Detached Duplex With Pool & Bq,Detached Duplex,"5 bedroom House for sale Estate Ajah Lagos selling for ₦275,000,000.",275000000,5,5,6,Estate Ajah Lagos,Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/premium-5-bedroom-detached-duplex-with-pool-amp-bq-32QRB5q2nkQvoakDmYRd.png"", ""https://images.propertypro.ng/large/premium-5-bedroom-detached-duplex-with-pool-amp-bq-uM5vsLBEEGV1vQORdTUt.jpg"", ""https://images.propertypro.ng/large/premium-5-bedroom-detached-duplex-with-pool-amp-bq-u3SkNXdHk9KcjYgdNdai.jpg"", ""https://images.propertypro.ng/large/premium-5-bedroom-detached-duplex-with-pool-amp-bq-XnXVIu9p4cYklGMDeNKS.jpg"", ""https://images.propertypro.ng/large/premium-5-bedroom-detached-duplex-with-pool-amp-bq-S4dfmsl9fFiIZjj0cByU.jpg"", ""https://images.propertypro.ng/large/premium-5-bedroom-detached-duplex-with-pool-amp-bq-ObkKR3UkpuT2OSyrFmsC.jpg"", ""https://images.propertypro.ng/large/premium-5-bedroom-detached-duplex-with-pool-amp-bq-SuIseqbDWNIhbiQvET4W.jpg"", ""https://images.propertypro.ng/large/premium-5-bedroom-detached-duplex-with-pool-amp-bq-OpexzdREQ2UAqfQ7GYbz.jpg"", ""https://images.propertypro.ng/large/premium-5-bedroom-detached-duplex-with-pool-amp-bq-kfbpDWflSS1t6dVMJTFP.jpg"", ""https://images.propertypro.ng/large/premium-5-bedroom-detached-duplex-with-pool-amp-bq-5HOUfnwUjyPnDEwYKnJ0.jpg""]",Fully Furnished,"[""Swimming Pool"", ""POP Ceiling"", ""Security"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-estate-ajah-lagos-1NYKE
5 Bedroom Fully Detached Duplex With 2 Bq,Detached Duplex,"5 bedroom House for sale  Jabi Abuja selling for ₦800,000,000.",800000000,5,5,6,Jabi Abuja,Jabi,Abuja,Nigeria,"[""https://images.propertypro.ng/large/for-sale-5-bedroom-fully-detached-duplex-2-room-bq-0IQZYZ3h4Y8JkrjKq76i.jpeg"", ""https://images.propertypro.ng/large/for-sale-5-bedroom-fully-detached-duplex-2-room-bq-ucDpRKqnPNtMiw05Qh5H.jpeg"", ""https://images.propertypro.ng/large/for-sale-5-bedroom-fully-detached-duplex-2-room-bq-2zFuU0U3CXMApezxsa2Z.jpeg"", ""https://images.propertypro.ng/large/for-sale-5-bedroom-fully-detached-duplex-2-room-bq-TD5MGrEMBjCB5empnq2a.jpeg"", ""https://images.propertypro.ng/large/for-sale-5-bedroom-fully-detached-duplex-2-room-bq-9SZa1CoBnlsTxljy94GX.jpeg"", ""https://images.propertypro.ng/large/for-sale-5-bedroom-fully-detached-duplex-2-room-bq-BPWu92JiT0cutLu52YvP.jpeg"", ""https://images.propertypro.ng/large/for-sale-5-bedroom-fully-detached-duplex-2-room-bq-6Zsck3odkN94U7ElHLJw.jpeg"", ""https://images.propertypro.ng/large/for-sale-5-bedroom-fully-detached-duplex-2-room-bq-jGONXp9Yp2x5D3jWhwxr.jpeg"", ""https://images.propertypro.ng/large/for-sale-5-bedroom-fully-detached-duplex-2-room-bq-QUPNZKD2Dur9trui0TXC.jpeg"", ""https://images.propertypro.ng/large/for-sale-5-bedroom-fully-detached-duplex-2-room-bq-jeqduoKxSJ4RqwZQwhye.jpeg""]",Fully Furnished,[],https://propertypro.ng/property/5-bedroom-house-for-sale-jabi-abuja-9NXGW
5 Bedroom Detached Duplex,Detached Duplex,"5 bedroom House for sale Ikota Lekki Lagos selling for ₦460,000,000.",460000000,5,5,6,Ikota Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-detached-duplex-bIJXMOz0h3O1Dlhmt3B6.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-ASUJxFIJ7fQ3agh6N1Qo.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-RmbhPT7Asiu5VFnHoPN8.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-yT3tCC1xbTJLhvdWwUbK.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-x9AcOL0LLwmIeeTKuEHp.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-EShdvNNcNrHAOL5TYzPC.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-gxIGjNYmNN3WlUpQjXQA.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-P9Iuy4VUWDVMid8M8QYu.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-d0gaO41GHye6v1Rjhzuu.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-ZMnfVoFJGwMrwnodnGT4.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-j3NrgTfDMfhZTubcvfhf.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-jErAkppSboK285wNVCUp.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-Q1iHH7DbMkMluiJEuqii.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-upgp1N7b3etGGk8e7kfu.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-vuWJ9ol64DD2aCgwzcPc.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-4LpA7Mv8XVKJcH9AYs0s.jpg""]",Fully Furnished,[],https://propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-0NXLP
4 Bedroom Detached Duplex,Detached Duplex,"4 bedroom House for sale Thomas Estate Ajah Lagos selling for ₦165,000,000.",165000000,4,4,5,Thomas Estate Ajah Lagos,Ajah,Lagos,Nigeria,"[""https://images.propertypro.ng/large/4-bedroom-detached-duplex-u7GyrTxg6Ed5ZtVkopLz.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-vxkutzZp1lt5GMUjGLPr.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-XOfROT2eeJW7CjBeBGvD.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-UPSAIPXlz0v5GXq0Z1E2.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-IZUJMjMYMo4v8ujDdzjm.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-qhq5YZaDGDjTiLsj2cJq.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-28JflU7ZTbnumTzntelO.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-loMQmplbSdWqHY4n9yCq.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-UslcLyLVzjmOmoDPi1cA.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-4hX7jcsGecqo8I6gBbZw.jpg"", ""https://images.propertypro.ng/large/4-bedroom-detached-duplex-X6KK86LOKTci2IXpF6Ak.jpg""]",Fully Furnished,[],https://propertypro.ng/property/4-bedroom-house-for-sale-thomas-estate-ajah-lagos-8NXRR
Newly Built 4 Bedroom Detached Duplex With Bq,Detached Duplex,"4 bedroom House for sale  VGC Lekki Lagos selling for ₦300,000,000.",300000000,4,4,5,Vgc Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/newly-built-four-bedroom-detached-house-8dfBN6abrTXtuyOvyqpd.jpeg"", ""https://images.propertypro.ng/large/newly-built-four-bedroom-detached-house-1GDrOvqofIK6GPVYMkAk.jpeg"", ""https://images.propertypro.ng/large/newly-built-four-bedroom-detached-house-oOfBoXZqeSfPJuQtjSLi.jpeg"", ""https://images.propertypro.ng/large/newly-built-four-bedroom-detached-house-FyqUNF7QNxduTnewWVIs.jpeg"", ""https://images.propertypro.ng/large/newly-built-four-bedroom-detached-house-eokSMOXH4XSOFSkf5a70.jpeg"", ""https://images.propertypro.ng/large/newly-built-four-bedroom-detached-house-UcqphmmiVoYR8b9u19rk.jpeg"", ""https://images.propertypro.ng/large/newly-built-four-bedroom-detached-house-whp1u47ZuyWlXBtr2gXc.jpeg"", ""https://images.propertypro.ng/large/newly-built-four-bedroom-detached-house-pjwLhCHCGkDCnMKMSCoo.jpeg"", ""https://images.propertypro.ng/large/newly-built-four-bedroom-detached-house-fBSeuJw3Z6hubbrsDWhQ.jpeg""]",Fully Furnished,[],https://propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-0NYSB
5 Bedroom Detached Duplex With Cinema + Pool,Detached Duplex,"5 bedroom House for sale Lekki Phase 1 Lekki Lagos selling for ₦1,200,000,000.",1200000000,5,5,6,Lekki Phase 1 Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-RTUxIovZV1XnwXjlgyTT.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-sk5b787viM2Cw4mHGZIO.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-jBrLmzNWlQhyw4UZ9Gwu.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-DzRU97L0sv3uQRyFb4Se.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-6S8xLq4pG9ldHLmb4l05.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-OeSaAiykmKo2cOYXVTNZ.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-XSw4gUylXf7ZbPWnrqha.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-tZjEZtZLpRtBN1kTTgrI.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-EEuZmZ8HMQooadmOxx4a.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-pOWZzaygBxWAdieRGRGH.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-2w0nNsf45QisiEAl3QSL.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-ZHpK0B9QqeyMNQMzyd3l.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-bBVCV6aaRMIfkBKN1FyO.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-NaBJXPUM22NNFgphLDJM.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-fso3u21uW8M5vVIGW3AO.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-4FI0NiaEFWuCAQrASfVV.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-bdnhU3Wjh8J7SiFO5LPZ.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-cinema-pool-1XfPqyUsrMcE0C20A8LJ.jpg""]",Fully Furnished,"[""Swimming Pool"", ""24 Hours Security"", ""Governor's Consent"", ""All Room Ensuit"", ""Drainage System"", ""POP Ceiling"", ""Water Treatment"", ""Security"", ""Security doors"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9PAPA
5 Bedroom Detached Duplex With Swimming Pool + Cinema,Detached Duplex,"5 bedroom House for sale Chevron Lekki Lagos selling for ₦720,000,000.",720000000,5,5,6,Chevron Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-UmW0PasSZAbh63AJn6sb.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-rIzCyqWLE5Ix8tlQZA4z.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-enXP7os1MtLjxUwfe6p6.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-iQ3npGlk3kPdu6IuSSFG.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-Ac78MmaawcIa224Jtme6.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-X1Vw1KyjwGz3CIOQy7EN.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-u1ua7pt0Z5VUiNlkzoGC.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-XWGiIsWMgOWheIY1nKaf.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-BQL3fxXFjU77oqMSiWDU.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-64dUUbu04xADzAg4Mz25.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-qplk91L6GISUBv3zOfqw.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-Vgw4wVHQpAhv61lJ2nww.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-A6ctK8bm1a2X8ALf3VFh.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-GMiCgyxkOBoTuuK2qhb5.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-cinema-DdbeUoiiWgkxnBWaT7Vg.jpg""]",Fully Furnished,"[""Swimming Pool"", ""24 Hours Security"", ""Front Desk Service"", ""Governor's Consent"", ""All Room Ensuit"", ""CCTV Cameras"", ""POP Ceiling"", ""Drainage System"", ""Parking Space"", ""Water Treatment"", ""Security"", ""Boys Quater"", ""Security doors""]",https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-3PAPL
5 Bedroom Detached Duplex With Swimming Pool,Detached Duplex,"5 bedroom House for sale Chevron Lekki Lagos selling for ₦500,000,000.",500000000,5,5,6,Chevron Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-8YRNXrgTbo0dxs8L6fzV.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-afgalmelVN9hRv3geUXu.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-skCVivDYFQRSngHs6YXP.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-nyP6b1A6uxCc0XumTZ5V.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-Fd50lZsbsagXjIjiCSW8.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-OIaXbvmqwjL6rCt2mBTU.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-0bESKHtEhGQEpaozJ12W.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-oYMAwmAlOU8aXAQ0I5NV.jpg"", ""https://images.propertypro.ng/large/5-bedroom-detached-duplex-with-swimming-pool-BUBpIUkvUTutvio46utT.jpg""]",Fully Furnished,"[""Swimming Pool"", ""24 Hours Security"", ""Front Desk Service"", ""Governor's Consent"", ""24 hours Electricity"", ""All Room Ensuit"", ""Drainage System"", ""POP Ceiling"", ""Supermarket Nearby"", ""Parking Space"", ""Security"", ""Security doors"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-4PAPB
Luxury 5 Bedroom Terrace Duplex With Elevator,Terrace Duplex,"5 bedroom House for sale Jahi By Gilmore Jahi Abuja selling for ₦600,000,000.",600000000,5,5,6,Jahi By Gilmore Jahi Abuja,Jahi,Abuja,Nigeria,"[""https://images.propertypro.ng/large/lNYIq-luxury-4-bedroom-terrace-duplex-with-elevator-AfRkWIOmSEvPXrgb6hAU.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-elevator-Tf3RVv5XXcu9h5dnfcSq.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-elevator-lFG5U10NNFDiPeEoMsua.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-elevator-mZD8PcJsSBD4DllJalKz.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-elevator-xbbGj4V4yUgKUd5Lik4u.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-elevator-okaYHHmlUlOhWM2lAGfr.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-elevator-ij8Gu45QD5YJ986OtgMS.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-elevator-m2mBBRSeBvcKH68ScRHy.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-elevator-4E89dbw2E3Hih1eh4cb1.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-elevator-6pUIikAR1KDWg6J39bvP.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-terrace-duplex-with-elevator-nhu5jgFavvNJUpv45cmU.jpg""]",Fully Furnished,"[""24 Hours Security"", ""All Room Ensuit"", ""Printing Service"", ""Drainage System"", ""CCTV Cameras"", ""Parking Space"", ""Office Supplies"", ""C of O"", ""Security"", ""Boys Quater"", ""Security doors"", ""Elevator""]",https://propertypro.ng/property/5-bedroom-house-for-sale-jahi-by-gilmore-jahi-abuja-3PAJF
4 Bedroom Semi Detached Duplex,Detached Duplex,"4 bedroom House for sale Legacy Estate, Kolapo Ishola Gra Akobo Ibadan Oyo selling for ₦250,000,000.",250000000,4,4,5,"Legacy Estate, Kolapo Ishola Gra Akobo Ibadan Oyo",Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-8dJC5G1Gn4bHpOjXcIZX.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-I4bKLHotdHGlgCzw6b4i.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-5mmC9wh99qFLK3XB48p0.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-24chPnhRvdKA1GsqJufk.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-Su1l8iKJkHZV47Jnsyw5.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-hR4z7HLzc2iqvZZMxEdr.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-NHPKmCnH3bQvsoVGIyHx.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-id87oadwxh9Gvy5Lfrkt.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-rS9C826dB067jBBkjqey.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-eJaLNtTbWLXXPRQtqETN.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-yHGmThh3m4XIRG7x6Asr.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-oNoPSrhqijTygenv7Us8.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-GnWN2tCrJIWsSj1PMWes.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-a4NdQpCU7jCUKAbB0Wxk.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-O73yhz6Dx0MlMth5Ga1k.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-oHCbyHSVXecgMZPbJXgT.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-q4rpXv2bd0AMCExmrd2u.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-3poybd1GLhal0nB7hf4m.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-tgZUxfcclxFrHvALYTji.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-RFHiLVyPJHhokQUyTrMQ.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-rB053bTX1HSISA4r2BRP.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-9Sy49igwPBnbMqIjuek0.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-h7i86AIrVrtQ104wsohH.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-8lEWOhfPLAt1fzRJKOV5.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-q6B6OwPg5ATu2hJMMLYX.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-vrv6z4Mduqyqgq2XXEEs.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-BI554nJeUJarRZNQlJTt.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-7hiwxSN0Yxi5LDzHzv5W.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-IPq6lSUPUL3ZQJFfT6Vc.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-MoLd4ZwExKi0E5GENbxI.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-6NyiLx3AUsQoH5UHu5Ik.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-cSrirVEPL2QfMic91L4J.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-oTbk36YuMv7bQtdl7Xcw.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-VKIjDrJtpEZciObm2hhO.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-VtGNyPjrfYKIM0B1fQKq.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-5S5STKw0pZM8cuwpwyPz.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-j5xHQx8GqOOHwGLT29Wr.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-xhWfcCGL6jNYe8TDwXgG.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-0cxaeOTAwC5f6WySTk3v.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-cLIBCqng4yymqgPIvSPX.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-BnXe69ri96824YPfFkIJ.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-EyUONRfosKt5lNXeJHL0.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-KUowQnxU7slbEUqcyIl8.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-pCRlaH0ahvmBT1Hrq9E6.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-GE8e5zw8vj0e55cExOwQ.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-bZ9bsKfH6FP11PZRSulJ.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-wFPLB76bD8tosKqPmFug.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-PDwDtsgZRrzkeqxayL1J.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-hTd4WFDct7rfNEnSCPSk.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplexfamily-lounge-amp-walk-in-closet-QgaF2yiZQ1ZelBa1HAFN.jpg""]",Fully Furnished,"[""Street Lights"", ""24 Hours Security"", ""All Room Ensuit"", ""POP Ceiling"", ""Parking Space""]",https://propertypro.ng/property/4-bedroom-house-for-sale-legacy-estate-kolapo-ishola-gra-akobo-ibadan-oyo-9NNCM
